,Product Name,Original Price,Clearance Price,Rating,Product Code,Percentage Off
968,Dirt Devil F94 Primary Filter,14.99,0.93,0.0,043-7840-6,6.0
969,"Bionaire® Humidifier Replacement Filters, 900-X",25.99,2.93,3.0,043-5876-4,11.0
970,"Browning HDR Hearing Protector, Black",64.99,34.93,5.0,175-9246-6,54.0
971,"Bluehive Type-C Earbuds, Black",29.99,1.93,4.3,035-7306-0,6.0
972,Paw Patrol Baby on Board Car Window Sign,4.99,0.43,0.0,046-1062-8,9.0
973,Germ Guardian AC4010 Replacement Filter,24.99,2.93,0.0,043-6067-4,12.0
974,"Atron Rosette Finial, Chrome, 1/8 IP, 2-pk",2.79,0.73,0.0,052-2883-2,26.0
975,Quaker Boy Chompers Call,34.99,14.93,0.0,075-0727-4,43.0
976,GE Digital 2-Way Splitter,21.99,7.93,0.0,045-1814-2,36.0
977,100W White H3 Bulb with Bullet Connector,6.79,0.93,0.0,020-3430-0,14.0
978,"Atron Screwless Brushed Nickel Rocker Switch Plate, 1-gang",12.99,1.43,5.0,052-2791-0,11.0
979,Bissell Symphony Replacement Filter Kit,19.99,1.43,5.0,043-6957-6,7.0
980,Oreck Professional Air Purifier Replacement Filter(43-6045),79.99,6.93,5.0,043-6046-4,9.0
981,"IRWIN IWHT36526 Command Lock Magnetic Tape Measure, 26-ft",29.99,17.93,3.3,057-7214-6,60.0
982,"Lindt LindorAssorted Chocolate Mini Eggs, 300-g",12.99,6.49,4.5,151-4151-6,50.0
983,"Littelfuse Automotive 30A Locking PAL Fuse, Female",5.99,0.93,0.0,020-1647-8,16.0
984,4-Pole Round to 4-Wire Flat Adaptor,14.99,0.93,0.0,040-8251-8,6.0
985,"VTech Phone Battery, 2AA",19.99,1.43,0.0,065-1503-4,7.0
986,Armor All Essential Blends Spray Pump Pen Car Air Freshener Gift Pack,,4.93,4.2,399-5435-8,
987,"Utility Edges, 19-in.",7.99,0.93,4.5,068-6045-8,12.0
988,"Hillman Zinc Bolt Hook Gate, 1/2 x 6-in",6.99,0.93,0.0,046-2194-8,13.0
989,"OEM Synthetic CVT Transmission Fluid, Domestic, 946-mL",15.99,1.93,0.0,028-1550-0,12.0
990,"Arm & Hammer Air Freshener Vent Clip Surface, Great Outdoors",4.99,1.93,0.0,037-0716-2,39.0
991,"Bissell Digi Pro Vacuum Bags, 3-pk",12.99,0.93,0.0,043-6735-4,7.0
992,"Edge Again Skate Sharpener Replacement Tusk, Hand-Held",19.99,1.43,0.0,083-3806-8,7.0
993,"Perky Pet Scoop N’ Fill™ Plastic Bird Seed Scoop, 4 Cups, Yellow",5.99,1.93,0.0,142-0321-8,32.0
994,"Hoover Type M-1500 Replacement Vacuum Belts, 2-pk",5.99,0.43,0.0,043-6448-8,7.0
995,HEPA Filter for 43-6229,27.99,1.93,5.0,043-6542-2,7.0
996,"Dirt Devil Style 17 Belt, 2-pk",12.99,0.93,0.0,043-6938-2,7.0
997,"Dorman HELP! Door Hinge Pin & Bushing Kit, Dodge, 6-pc",7.99,1.43,0.0,024-5326-0,18.0
998,Replacement Vacuum Belt for 43-6085,5.99,0.43,0.0,043-6648-2,7.0
999,Master Lock Universal Trailer Coupler Lock,49.99,3.93,1.2,040-5096-6,8.0
1000,Berkley Ice Fishing Tip Up,17.99,8.93,0.0,077-1875-0,50.0
1001,Honeywell Replacement Pad for HE260/360,20.99,2.43,4.3,064-3134-2,12.0
1002,Allen 15443 Stand-Up Bowling Pin Target,29.99,8.93,0.0,175-8707-6,30.0
1003,"Oil Rubbed Bronze Floor Register, 3-in x 10-in",19.99,2.43,3.3,064-3086-6,12.0
1004,BWD Carburetor Float,,4.99,0.0,023-0006X,
1005,Filter Cleaner,22.99,2.23,1.0,081-4288-8,10.0
1006,3-in and 4-in Green Grate,6.99,0.93,0.0,063-2807-0,13.0
1007,"Littelfuse Automotive 60A PAL Fuse, 13/16-in Bent",5.99,0.93,0.0,020-1636-4,16.0
1008,"Adhesive Vinyl Liner 18 x 9, Sassy",5.99,3.93,0.0,042-4102-4,66.0
1009,"GM Buick, Oldsmobile & Pontiac Haynes Repair Manual, 38025",32.99,19.93,0.0,025-9307-0,60.0
1010,"Velcro HANGables Removable Medium Adhesive Hooks, Black, 3-lbs, 2-pk",7.99,1.43,0.0,061-0289-8,18.0
1011,RoomMates Giant Watercolour Evergreen Holiday Wall Decal,,7.93,5.0,399-8149-2,
1012,"Dirt Devil Type 3 Replacement Vacuum Belts, 2-pk",5.99,0.43,0.0,043-6601-2,7.0
1013,"Slick 50 Fuel System High Mileage Treatment, 473-mL",22.99,6.93,4.4,038-0256-4,30.0
1014,Man Cave Dart Board & Cabinet Set,,45.93,0.0,299-5837-0,
1015,MotoMaster Diesel Fuel Injector Cleaner with Anti-Gel,8.99,2.43,5.0,038-0921X,27.0
1016,Outdoor Cap® Mossy Oak Bottomland Cap,13.99,4.43,0.0,075-3448-0,32.0
1017,"Eureka Type U Allergen Vacuum Bag, 3-pk",7.99,0.93,5.0,043-6578-8,12.0
1018,"GE Dual Coax Cable Wall Plate, White",9.29,1.23,0.0,045-2343-6,13.0
1019,"Leviton Renu Stainless Steel Rocker Style Wall Plate, 1-gang",2.49,0.73,1.0,052-7505-4,29.0
1020,"Cry Babies Kiss Me Daphne Bay Doll with Blushing Cheeks, Age 3+",39.99,17.93,3.0,050-9288-2,45.0
1021,Kleen-Flo TKO Diesel Fuel System Cleaner,18.99,1.43,0.0,038-8032-8,8.0
1022,Replacement Filter for 43-6236,24.99,1.93,0.0,043-6656-2,8.0
1023,"Petco Tweed Dog Collar, Adjustable, Small, Pink",10.99,4.43,2.2,142-4437-0,40.0
1024,CANVAS Gatineau Electric Fireplace,799.99,349.93,4.8,064-3156-0,44.0
1025,"Febreze Small Spaces Air Freshener, Apple Scent, 7.5-mL",4.49,2.93,4.3,153-1066-4,65.0
1026,Wonder Woman Kids' Latex Coated Gripper Garden Gloves,,3.93,0.0,299-8081-8,
1027,"Klassen Emergency Exit Sign, 8 x 12-in",2.19,0.23,0.0,046-2903-2,11.0
1028,Duck Tape,,5.99,4.9,199-2584X,
1029,"SuperFly Dry Fly Ant, Black, #14",6.79,2.93,0.0,077-0565-4,43.0
1030,Dirt Devil Type F52 Vacuum Filter,14.99,0.93,0.0,043-6777-4,6.0
1031,"Refresh Your Car! Vent Stick Air Freshener, Crispy Sunrise, 6-pk",4.99,1.93,1.0,037-2739-6,39.0
1032,"Refresh Your Car! Vent Stick Air Freshener, Crispy Sunrise, 6-pk",4.99,1.93,1.0,037-2739-6,39.0
1033,"Star Wars Decal Kit, 10-pc",14.99,1.23,2.0,037-0790-2,8.0
1034,Dirt Devil Type 83 HEPA Filter,4.99,0.93,0.0,043-6844-4,19.0
1035,Black & Decker ORA Vacuum Replacement Filter,12.99,0.93,0.0,043-8099-6,7.0
1036,StayAway Refill,14.99,2.23,4.6,042-1893-8,15.0
1037,Motion Sensor LED Nightlight with Holding Ring,17.99,2.43,1.0,052-6852-2,14.0
1038,"Haynes Automotive Manual, 36074",32.99,19.93,0.0,025-9308-8,60.0
1039,"Petco Tweed Dog Collar, Adjustable, Large, Pink",12.99,4.43,2.6,142-4447-6,34.0
1040,"Berkley Gulp! Jerk Shad, 5-in",7.79,3.73,4.8,078-0523X,48.0
1041,"Refresh Mini Car Diffuser, 2-pk",,4.99,2.5,037-2867X,
1042,Hillman Adhesive Hangers with Eyes,4.49,0.73,0.0,161-9038-4,16.0
1043,"Lagostina Long Handle, Blue",9.99,1.43,4.7,142-5772-4,14.0
1044,"Fan Mats NHL Edmonton Oilers Steering Wheel Cover, Black",19.99,9.93,0.0,032-4482-2,50.0
1045,NOMA 50W Quartz Halogen Lamp,7.99,0.93,0.0,052-5259-2,12.0
1046,Batman Kids' Plastic Garden Cultivator,,2.93,0.0,299-8086-8,
1047,Ipex Non-Metallic Conduit,0.69,0.33,0.0,052-1245-8,48.0
1048,"Case Mate iPhone 7 Naked Tough Case, Clear",39.99,2.93,0.0,035-5297-2,7.0
1049,Barnett Archery Replacement Parts for Youth Crossbow,10.99,0.63,5.0,075-5261-0,6.0
1050,Samsung S7 Shell Case,19.99,1.43,0.0,035-5295-6,7.0
1051,Black & Decker Smartech Pre-Filter,12.99,0.93,0.0,043-8098-8,7.0
1052,"LED Recessed Lighting Kit, 3-in",99.99,4.93,0.0,052-6819-4,5.0
1053,Sylvania MR16 20W Equivalent Dimmable LED Bulb,14.99,0.93,1.0,052-2085-2,6.0
1054,"NOMA CFL 9W PAR20 Reflector Indoor Floodlight Bulbs, 2-pk",22.99,1.93,2.6,052-5169-6,8.0
1055,Wonder Woman Kids' Plastic Garden Cultivator,,2.93,0.0,299-8083-4,
1056,"Blazer 4-in LED Work Light, Round",59.99,9.93,0.0,020-3960-8,17.0
1057,As Seen On TV Snackeez Finding Dory,,14.99,0.0,299-6273-4,
1058,"PAWS UP! Pork Rawhide Twists Dog Treats, 6-in, 10-Pk, 300-g",7.99,4.43,3.9,142-3175-8,55.0
1059,Dirt Devil Quiet Force Type 79 HEPA Filter,9.99,0.93,0.0,043-6936-6,9.0
1060,Replacement HEPA Filter for 43-6085,14.99,0.93,0.0,043-6646-6,6.0
1061,"RG6 Video Cable, 100'",54.99,27.43,0.0,045-2322-6,50.0
1062,"Grease Fittings, 8601",4.39,0.43,0.0,028-2961-6,10.0
1063,Hoover® Quest™800 Robot Vacuum,649.99,499.93,3.1,043-8079-4,77.0
1064,"Testors Craft Acrylic Paint, Fluorescent Orange, 59-mL",5.99,0.43,4.8,048-8029-4,7.0
1065,"GE Replacement Bulb, 2-pk.",,3.99,0.0,020-2601X,
1066,Replacement Filter for 43-6745,5.99,0.93,0.0,043-6642-4,16.0
1067,HEPA Filter for 43-6383 and 43-6381,54.99,3.93,4.5,043-6232-0,7.0
1068,"Petco Tweed Dog Collar, Adjustable, Medium, Pink",11.99,4.43,2.6,142-4446-8,37.0
1069,"Lumax® Metric Fitting Kit, 30-pc",17.99,0.93,0.0,028-2928-8,5.0
1070,"Dirt Devil Style 8 Replacement Vacuum Belts, 2-pk",5.99,0.43,0.0,043-6497-0,7.0
1071,"Zombie Hunter Decal Kit, 6-in x 8-in",7.99,1.93,0.0,141-0580-2,24.0
1072,"Plastic Spiked Furniture Cups, 1-7/8-in",3.99,0.43,0.0,046-0886-4,11.0
1073,"Stem Swivel Caster, 1-1/4-in",6.29,0.93,4.0,046-0644-0,15.0
1074,"Hoover Type C Vacuum Bag, 3-pk",5.99,0.93,3.9,043-6723-2,16.0
1075,"Premier Active Brush Set, 4-pc",20.99,14.99,0.0,049-0683-0,71.0
1076,Bracketron GPS and Smartphone Charger,27.99,13.93,4.8,035-0203-6,50.0
1077,"Chrysler Dodge & Eagle 1993 thru 1997 Haynes Repair Manual, 25025",32.99,19.93,4.7,025-9340-8,60.0
1078,"Fan Mats NHL Edmonton Oilers Seat Cover, Black",29.99,6.43,2.0,032-6725-4,21.0
1079,"GE Phone and Coax Cable Wall Plate, White",10.49,0.93,0.0,069-8249-0,9.0
1080,"Fan Mats NHL Edmonton Oilers Seat Cover, Black",29.99,6.43,2.0,032-6725-4,21.0
1081,"GE Phone and Coax Cable Wall Plate, White",10.49,0.93,0.0,069-8249-0,9.0
1082,"Bow CPVC Valve Faucet, MPT x HT",12.49,1.43,0.0,063-1954-4,11.0
1083,Bracketron GPS and Smartphone Charger,27.99,13.93,4.8,035-0203-6,50.0
1084,"Chrysler Dodge & Eagle 1993 thru 1997 Haynes Repair Manual, 25025",32.99,19.93,4.7,025-9340-8,60.0
1085,Bissell Type 7/8 Filter,12.99,0.93,0.0,043-6703-0,7.0
1086,Atron Electro Industries Polished Switch Plate,5.99,0.93,0.0,052-6905-8,16.0
1087,Dirt Devil F29 HEPA Exhaust Replacement Filter,29.99,1.93,0.0,043-6220-8,6.0
1088,"Brinks Privacy Ball Knob, Antique Brass",29.99,18.93,0.0,046-2494-4,63.0
1089,Duck Dynasty Pint Glass,6.99,1.93,0.0,175-1360-0,28.0
1090,4 Seasons Wired Door Bell Push Button,19.99,2.93,5.0,052-2000-4,15.0
1091,"Dura Lube Code Red Transmission and Power Steering Conditioner, 177-mL",9.99,1.23,0.0,038-0235-4,12.0
1092,iPhone 6 Snowman Phone Case,,1.93,0.0,299-1851-8,
1093,Princess Kids Garden Trowel,,2.93,0.0,199-1202-2,
1094,"Dodge & Plymouth Neon 1995 thru 1998 Haynes Repair Manual, 30034",32.99,19.93,0.0,025-9127-8,60.0
1095,"Matzuo Rip-n-Roll Hooks, Bronze, 25-pk",7.99,3.93,0.0,077-9975X,49.0
1096,Instant Off Water Saving Aerator,16.99,2.43,0.0,063-5498-6,14.0
1097,"Plumbshop Faucet Tubes, 12-in",6.99,0.93,0.0,063-3962-2,13.0
1098,Gardner Bender Solenoid Voltage Tester,29.99,14.93,0.0,052-0159-0,50.0
1099,"Harley-Davidson Waste Basket, 13-in",16.99,9.93,0.0,037-0011-8,58.0
1100,"Refresh Mini Dual Air Freshener, 2-pk",,4.99,4.5,037-8995X,
1101,"Matzuo Shad Bait Lure, 2 3/4-in",8.29,2.93,0.0,077-3755X,35.0
1102,"Printed Pet Mats, 18 x 30-in",14.99,7.93,3.0,068-7045-2,53.0
1103,"Marvel Decal Kit, 10-pc",14.99,1.23,4.0,037-0791-0,8.0
1104,"Harley-Davidson Waste Basket, 13-in",16.99,9.93,0.0,037-0011-8,58.0
1105,"Refresh Mini Dual Air Freshener, 2-pk",,4.99,4.5,037-8995X,
1106,"Canadian Olympic Team iPhone 5 Case, Black",,3.93,5.0,199-9182-0,
1107,Vileda Pro-Wring Mop Refill,6.99,3.43,5.0,042-9361-6,49.0
1108,"Harley-Davidson Skull Ceramic Coffee Mug, Orange, 11-oz",29.99,16.43,2.0,037-0017-6,55.0
1109,"RealTree Naturals Beef Bones Dog Treats, 4-Pk, 454-g",8.99,4.93,2.6,142-5649-0,55.0
1110,Dirt Devil Type 82 Filter,3.99,0.43,0.0,043-6913-0,11.0
1111,"Directed Chrysler Plug & Play Remote Starter T-Harness, C1",199.99,34.93,0.0,034-2329-8,17.0
1112,Scosche 12 Watt Wall Charger with USB Micro Cable,19.99,9.43,0.0,035-5235-0,47.0
1113,"Liquid-Plumr RV Sanitation Tank Treatment, 2.01L",24.99,10.93,2.5,040-8263-0,44.0
1114,Nylabone Puppy Teething Pacifier,9.99,6.93,4.4,042-8799-2,69.0
1115,"Chevron Ikat Deco Mat, 3 x 4'",34.99,20.93,0.0,068-6392-0,60.0
1116,Plumbshop Faucet Handle,13.92,1.93,0.0,063-3925-2,14.0
1117,"Heritage The Rock Bi-Clad 50th Anniversary Frying Pan, 9-in",,84.99,2.2,299-4001-4,
1118,Dirt Devil Type 78 Filter,7.99,0.93,0.0,043-6901-8,12.0
1119,iPhone 5/5S Snowman Phone Case,,1.93,0.0,299-1850-0,
1120,"Hitch Cover, World's Greatest Dad",,2.93,0.0,299-0802-2,
1121,Tink's Stretch Scent Wicks,6.99,0.93,0.0,075-5006-0,13.0
1122,"Cake Boss Scroll Fondant Imprint Mats, 4-pc",6.99,5.94,0.0,142-8036-0,85.0
1123,"Carlon Wired Edged Door Bell Push Button, Black",16.99,2.43,0.0,052-1037-4,14.0
1124,"Grip Shelf Liner, 18 in x 4 ft, Khaki Plaid",6.99,4.43,4.0,042-9645-2,63.0
1125,Sofia 14-oz Straw Bottle,8.99,4.43,0.0,142-1444-0,49.0
1126,iPhone 5/5S Ginger Bread Cookie Phone Case,,1.93,0.0,299-1849-6,
1127,For Living Spin Mop Refill,6.99,0.93,5.0,042-8443-8,13.0
1128,iPhone 5/5S Ginger Bread Cookie Phone Case,,1.93,0.0,299-1849-6,
1129,For Living Spin Mop Refill,6.99,0.93,5.0,042-8443-8,13.0
1130,"Roadguard Accent, Turbo",16.99,1.93,5.0,041-8833-2,11.0
1131,Lysol® Twist Mop Refill,8.99,1.93,0.0,142-5413-0,21.0
1132,"LED Recessed Lighting Kit, 4-in",129.99,19.93,0.0,052-6817-8,15.0
1133,Quaker Boy Screamin' Killar Pipes Predator Calls with DVD,,19.0,0.0,899-2926-8,
1134,Blazer Rounded Red Lens Replacement for B430BLK,3.49,0.43,0.0,020-3419-0,12.0
1135,Energizer Emergency Auto Light Safety Kit Combo,,15.93,0.0,399-9178-6,
1136,"CANVAS Vernon All-Weather Wicker Casual Outdoor/ Patio Dining Set, 7-pc",2299.99,1599.99,4.1,188-0284-8,70.0
1137,"RoomMates Peel & Stick Removable Wallpaper, Repositionable & Washable, 20.5-in x 16.5-ft, Watercolour Stripe Blue",53.99,24.93,0.0,070-2210-0,46.0
1138,"CANVAS Riverfront Outdoor/Patio Conversation Set, 4-pc",,584.99,0.0,399-9384-4,
1139,"Champion Power Equipment 224cc 2-Stage Electric Start Gas Cordless Snowblower, 24-in",,1149.99,4.8,399-8608-0,
1140,Anex RGB LED Music Sound Bar,,9.93,0.0,399-9262-4,
1141,Treksafe Automotive Heated Lumbar Support Cushion,,19.93,0.0,399-9280-0,
1142,"RoomMates Peel & Stick Removable Wallpaper, Repositionable & Washable, 20.5-in x 16.5-ft, Twinkle Twinkle Litter Star",53.99,26.93,5.0,070-2211-8,50.0
1143,"CANVAS Banks Buildable Modular Outdoor/Patio Sofa Seat with Removable Arms, UV & Water-Resistant Cushioning",399.99,279.99,5.0,188-0263-8,70.0
1144,"CANVAS Horizon Outdoor Patio Modular Pergola, 10-ft x 10-ft",1299.99,849.99,4.0,188-0240-2,65.0
1145,"Bahama & Co Sandal Scented Air Freshener, Waikiki Wild Hibiscus",4.49,2.93,0.0,037-1076-8,65.0
1146,"Midwest Homes Maxx Pet Ultra-Durable Crate Pet Mat, Washable, Black, 42-in",69.99,44.93,3.7,142-1144-4,64.0
1147,"Bahama & Co Scented Necklace Shaped Air Freshener, Waikiki Wild Hibiscus",4.49,2.93,0.0,037-1074-2,65.0
1148,"Kraft Bubble Mailers, Size #2, 5-pk",6.99,0.93,4.8,067-6158-2,13.0
1149,"CANVAS Hunter All-Weather Wicker Outdoor/Patio Padded Club Chair Set, 2-pk",899.99,584.99,0.0,188-0275-0,65.0
1150,CANVAS Homestead Faux-Wood Outdoor Patio Hard Top Gazebo with Ceiling Hook,1999.99,1599.99,0.0,188-0291-0,80.0
1151,"Simoniz Tire Shine and Glass Cleaner Kit, 2-pack",,6.93,0.0,399-8761-2,
1152,AXE Vent Clip Air Fresheners Gift Pack,,12.43,0.0,399-9261-6,
1153,Energizer Emergency Auto Light Safety Kit Combo,,15.93,0.0,399-9178-6,
1154,"CANVAS Vernon All-Weather Wicker Casual Outdoor/ Patio Dining Set, 7-pc",2299.99,1599.99,4.1,188-0284-8,70.0
1155,"RoomMates Peel & Stick Removable Wallpaper, Repositionable & Washable, 20.5-in x 16.5-ft, Watercolour Stripe Blue",53.99,24.93,0.0,070-2210-0,46.0
1156,"CANVAS Riverfront Outdoor/Patio Conversation Set, 4-pc",,584.99,0.0,399-9384-4,
